state,child_district,parent_district,event,effective_date,transfer_scale,cluster_edge,source_title,source_url,source_grade,needs_check,note
Haryana,Charkhi Dadri,Bhiwani,split,2016-12-01,subdivision,Y,"Haryana Gazette Extra-Ordinary No. 196-2016, S.O.57, 1 Dec 2016",https://archive.org/details/in.gazette.haryana.2016-12-01.Extra-Ordinary_S-O-57-P-A-17-1887-S-5-2016,official,N,Stray 2014-15 row in the data predates the district; negligible area
Jammu And Kashmir,Kupwara,Kupwara,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,Missing 2013-14 and 2021-22 to 2022-23
Karnataka,Vijayanagara,Ballari,split,2021-02-08,taluk,Y,"Economic Times, 'Karnataka gets 31st district...', 8 Feb 2021",https://economictimes.indiatimes.com/news/politics-and-nation/karnataka-gets-31st-district-govt-issues-notification-carving-vijayanagara-out-of-ballari/articleshow/80751582.cms,press,N,
Madhya Pradesh,Niwari,Tikamgarh,split,2018-10-01,tehsil,Y,"New Indian Express, 'New district Niwari carved out...', 1 Oct 2018",https://www.newindianexpress.com/india/2018/Oct/01/new-district-niwari-carved-out-in-poll-bound-madhya-pradesh-1879593.html,press,N,
Madhya Pradesh,Maihar,Satna,split,2023-10-05,tehsil,Y,"LGD notification record: creation of Maihar, Pandhurna, Mauganj; restructuring of Satna, Chhindwara, Rewa (Zenodo)",https://zenodo.org/records/10067487,official,N,
Madhya Pradesh,Mauganj,Rewa,split,2023-08-15,tehsil,Y,"LGD notification record: creation of Maihar, Pandhurna, Mauganj; restructuring of Satna, Chhindwara, Rewa (Zenodo)",https://zenodo.org/records/10067487,official,Y,Effective date approximate; confirm on the gazette in the cited record
Madhya Pradesh,Pandhurna,Chhindwara,split,2023-10-05,tehsil,Y,"LGD notification record: creation of Maihar, Pandhurna, Mauganj; restructuring of Satna, Chhindwara, Rewa (Zenodo)",https://zenodo.org/records/10067487,official,N,
Maharashtra,Palghar,Thane,split,2014-08-01,taluk,Y,"IANS via ummid.com, 'Thane bifurcated, Palghar is Maharashtra's 36th district', 1 Aug 2014",https://www.ummid.com/news/2014/August/01.08.2014/palghar-new-district.html,press,N,
Maharashtra,Mumbai Suburban,Mumbai Suburban,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,Urban district; reports in 2016-17 and 2019-20 only
Meghalaya,Eastern West Khasi Hills,West Khasi Hills,split,2021-11-10,block,Y,"Meghalaya DIPR press release 304/21, 10 Nov 2021",https://megipr.gov.in/pr.asp?dt=11%2F10%2F2021,official,N,
Mizoram,Hnahthial,Lunglei,split,2019-06-03,district_part,Y,"Northeast Live, 'Mizoram all set to get three new districts', 15 Jun 2019",https://northeastlivetv.com/topnews/mizoram-all-set-to-get-three-new-districts/,press,N,
Mizoram,Khawzawl,Champhai,split,2019-06-03,district_part,Y,"Northeast Live, 'Mizoram all set to get three new districts', 15 Jun 2019",https://northeastlivetv.com/topnews/mizoram-all-set-to-get-three-new-districts/,press,N,
Mizoram,Saitual,Aizawl,split,2019-06-03,district_part,Y,"Saitual district official website, District Profile",https://saitual.nic.in/subdivision-blocks/,official,N,
Mizoram,Saitual,Champhai,split,2019-06-03,district_part,Y,"Saitual district official website, District Profile",https://saitual.nic.in/subdivision-blocks/,official,N,
Nagaland,Noklak,Tuensang,split,2017-12-21,subdivision,Y,"Nagas Connect, 'Nagaland government creates 3 new districts', 18 Dec 2021",https://www.nagasconnect.com/state-news/17758/nagaland-government-creates-3-new-districts,press,N,
Nagaland,Tseminyu,Kohima,split,2021-12-20,subdivision,Y,"Morung Express, 'Govt notifies jurisdiction for three new districts', 20 Dec 2021",https://morungexpress.com/govt-notifies-jurisdiction-for-three-new-districts,press,N,
Nagaland,Niuland,Dimapur,split,2021-12-20,subdivision,Y,"Morung Express, 'Govt notifies jurisdiction for three new districts', 20 Dec 2021",https://morungexpress.com/govt-notifies-jurisdiction-for-three-new-districts,press,N,
Nagaland,Chumoukedima,Dimapur,split,2021-12-20,subdivision,Y,"Morung Express, 'Govt notifies jurisdiction for three new districts', 20 Dec 2021",https://morungexpress.com/govt-notifies-jurisdiction-for-three-new-districts,press,N,
Nagaland,Shamator,Tuensang,split,2022-01-20,subdivision,Y,"RBI circular, lead bank responsibility, four new Nagaland districts",https://rbi.org.in/Scripts/BS_CircularIndexDisplay.aspx?Id=12410,official,N,
Nagaland,Shamator,Kiphire,split,2022-01-20,subdivision,Y,"RBI circular, lead bank responsibility, four new Nagaland districts",https://rbi.org.in/Scripts/BS_CircularIndexDisplay.aspx?Id=12410,official,N,
Puducherry,Mahe,Mahe,coverage_gap,,,N,"UPAg Complete APY Dataset (District Level), raw export 2026-09-23",,data,N,Reports in 2015-16 and 2021-22 only
Punjab,Malerkotla,Sangrur,split,2021-06-02,subdivision,Y,"Malerkotla district official website, About District",https://malerkotla.nic.in/about-district/,official,N,
Rajasthan,Balotra,Barmer,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Deeg,Bharatpur,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Didwana-Kuchaman,Nagaur,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Khairthal-Tijara,Alwar,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Kotputli-Behror,Jaipur,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Kotputli-Behror,Alwar,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Phalodi,Jodhpur,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Salumbar,Udaipur,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Parent from the March 2023 announcement; confirm against the August 2023 boundary notification and the Dec 2024 redistribution after 9 districts were abolished
Rajasthan,Beawar,Ajmer,split,2023-08-07,tehsil,Y,"Economic Times, 'CM Ashok Gehlot announces formation of 19 new districts', 18 Mar 2023",https://economictimes.indiatimes.com/news/politics-and-nation/cm-ashok-gehlot-announces-formation-of-19-new-districts-3-new-divisions-in-rajasthan/articleshow/98750240.cms,press,Y,Announced from Ajmer; the final notification may include tehsils from Pali and Bhilwara. Confirm
Sikkim,Pakyong,Gangtok,split,2021-12-13,subdivision,Y,"Sikkim (Re-organization of Districts) Bill 2021, PRS",https://prsindia.org/files/bills_acts/bills_states/sikkim/2021/Bill%20No.%2015%20of%202021%20Sikkim.pdf,official,N,"Carved from East Sikkim, renamed Gangtok district in the same Act; the source already uses Gangtok"
Sikkim,Soreng,Gyalshing,split,2021-12-13,subdivision,Y,"Sikkim (Re-organization of Districts) Bill 2021, PRS",https://prsindia.org/files/bills_acts/bills_states/sikkim/2021/Bill%20No.%2015%20of%202021%20Sikkim.pdf,official,N,"Carved from West Sikkim, renamed Gyalshing district"
Tamil Nadu,Chengalpattu,Kancheepuram,split,2019-11-29,taluk,Y,"The Hindu, 'Orders issued for creation of districts', 14 Nov 2019",https://www.thehindu.com/news/national/tamil-nadu/orders-issued-for-creation-of-districts/article29966712.ece,press,N,
Tamil Nadu,Tenkasi,Tirunelveli,split,2019-11-22,taluk,Y,"The Hindu, 'Orders issued for creation of districts', 14 Nov 2019",https://www.thehindu.com/news/national/tamil-nadu/orders-issued-for-creation-of-districts/article29966712.ece,press,N,
Tamil Nadu,Ranipet,Vellore,split,2019-11-28,taluk,Y,"The Hindu, 'Orders issued for creation of districts', 14 Nov 2019",https://www.thehindu.com/news/national/tamil-nadu/orders-issued-for-creation-of-districts/article29966712.ece,press,N,
Tamil Nadu,Tirupathur,Vellore,split,2019-11-28,taluk,Y,"The Hindu, 'Orders issued for creation of districts', 14 Nov 2019",https://www.thehindu.com/news/national/tamil-nadu/orders-issued-for-creation-of-districts/article29966712.ece,press,N,
Tamil Nadu,Kallakurichi,Viluppuram,split,2019-11-12,taluk,Y,"Tamil Nadu Gazette Extraordinary 421, G.O.Ms.No.425, 12 Nov 2019",https://www.stationeryprinting.tn.gov.in/extraordinary/2019/421_Ex_II_1.pdf,official,N,
Tamil Nadu,Mayiladuthurai,Nagapattinam,split,2020-12-28,taluk,Y,"The News Minute, 'Mayiladuthurai to become Tamil Nadu's 38th district', 24 Mar 2020",https://www.thenewsminute.com/tamil-nadu/mayiladuthurai-become-tamil-nadus-38th-district-120989,press,N,
Tamil Nadu,Chennai,Thiruvallur,split,2018-01-05,taluk,Y,"Wikipedia, List of districts of Tamil Nadu (Chennai expansion, 5 Jan 2018)",https://en.wikipedia.org/wiki/List_of_districts_of_Tamil_Nadu,encyclopedia,Y,Chennai district expanded by taluks from Tiruvallur and Kancheepuram; first reports crop area in 2018-19. Encyclopedia source; confirm on the 2018 G.O.
Tamil Nadu,Chennai,Kancheepuram,split,2018-01-05,taluk,Y,"Wikipedia, List of districts of Tamil Nadu (Chennai expansion, 5 Jan 2018)",https://en.wikipedia.org/wiki/List_of_districts_of_Tamil_Nadu,encyclopedia,Y,Chennai district expanded by taluks from Tiruvallur and Kancheepuram; first reports crop area in 2018-19. Encyclopedia source; confirm on the 2018 G.O.
West Bengal,Alipurduar,Jalpaiguri,split,2014-06-25,subdivision,Y,"The Telegraph, 'New district: Alipurduar', 21 Jun 2014",https://www.telegraphindia.com/west-bengal/new-district-alipurduar/cid/179420,press,N,
West Bengal,Kalimpong,Darjeeling,split,2017-02-14,subdivision,Y,"West Bengal notification, Darjeeling bifurcated, w.e.f. 14 Feb 2017",https://wbpar.gov.in/writereaddata/36%20Par%20AR.pdf,official,N,
West Bengal,Jhargram,Paschim Medinipur,split,2017-04-04,subdivision,Y,"West Bengal notification, Paschim Medinipur bifurcated, w.e.f. 4 Apr 2017",https://wbpar.gov.in/writereaddata/81%20AR.pdf,official,N,
West Bengal,Paschim Bardhaman,Purba Bardhaman,split,2017-04-07,subdivision,Y,"West Bengal notification, Burdwan bifurcated into Purba and Paschim Bardhaman, w.e.f. 7 Apr 2017",https://wbpar.gov.in/writereaddata/82%20AR.pdf,official,N,The source names pre-2017 Burdwan as Purba Bardhaman
